DTXSID,PREFERRED_NAME,reason,collided_with_dtxsid
DTXSID4047884,1-Ethyl-3-methylimidazolium thiocyanate,duplicate_canonical_structure,DTXSID1041180
DTXSID3047897,D-Tagatose,duplicate_canonical_structure,DTXSID5023081
DTXSID5047902,2-Hydroxyethylammonium formate,duplicate_canonical_structure,DTXSID6022000
DTXSID5047904,Methyltrioctylammonium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID1044487
DTXSID0047905,Tributylmethylammonium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID0047907,"1-Butyl-2,3-dimethylimidazolium hexafluorophosphate",duplicate_canonical_structure,DTXSID5047906
DTXSID5047908,"1-Butyl-2,3-dimethylimidazolium iodide",duplicate_canonical_structure,DTXSID5047906
DTXSID0047909,"1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",duplicate_canonical_structure,DTXSID5047906
DTXSID4047911,1-Butyl-3-methylimidazolium hexafluorophosphate,duplicate_canonical_structure,DTXSID6031461
DTXSID9047912,1-Butyl-3-methylimidazolium methanesulfonate,duplicate_canonical_structure,DTXSID6031461
DTXSID9047914,1-Butyl-3-methylimidazolium thiocyanate,duplicate_canonical_structure,DTXSID6031461
DTXSID4047915,1-Decyl-3-methylimidazolium tetrafluoroborate,duplicate_canonical_structure,DTXSID4047913
DTXSID9047916,1-Decyl-3-methylimidazolium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID4047913
DTXSID9047918,1-Dodecyl-3-methylimidazolium chloride,duplicate_canonical_structure,DTXSID4047917
DTXSID4047919,1-Dodecyl-3-methylimidazolium hexafluorophosphate,duplicate_canonical_structure,DTXSID4047917
DTXSID3047920,Butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID8047921,1-Ethyl-3-methylimidazolium hexafluorophosphate,duplicate_canonical_structure,DTXSID1041180
DTXSID8047925,1-Hexyl-3-methylimidazolium bromide,duplicate_canonical_structure,DTXSID5047871
DTXSID3047926,Methyltrioctylammonium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID1044487
DTXSID7047930,"1-Butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)imide",duplicate_canonical_structure,DTXSID4047888
DTXSID2047931,"1-Butyl-2,3-dimethylimidazolium bromide",duplicate_canonical_structure,DTXSID5047906
DTXSID7047932,1-Butylpyridinium hexafluorophosphate,duplicate_canonical_structure,DTXSID1031462
DTXSID2047933,1-Butylpyridinium bromide,duplicate_canonical_structure,DTXSID1031462
DTXSID2047935,1-Hexylpyridinium chloride,duplicate_canonical_structure,DTXSID7047934
DTXSID7047936,1-Hexylpyridinium hexafluorophosphate,duplicate_canonical_structure,DTXSID7047934
DTXSID2047937,1-Butyl-1-methylpyrrolidinium hexafluorophosphate,duplicate_canonical_structure,DTXSID1031460
DTXSID7047938,1-Butyl-1-methylpyrrolidinium iodide,duplicate_canonical_structure,DTXSID1031460
DTXSID2047939,1-Butyl-1-methylpyrrolidinium dicyanamide,duplicate_canonical_structure,DTXSID1031460
DTXSID1047940,1-Ethyl-1-methylpyrrolidinium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID6047941,1-Ethyl-1-methylpyrrolidinium iodide,duplicate_canonical_structure,DTXSID5047877
DTXSID1047942,1-Methyl-1-propylpyrrolidinium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID6047943,1-Methyl-3-octylimidazolium tetrafluoroborate,duplicate_canonical_structure,DTXSID5047873
DTXSID6047945,Tetrabutylphosphonium bromide,duplicate_canonical_structure,DTXSID4044616
DTXSID1047946,1-Methyl-3-octylimidazolium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID5047873
DTXSID6047947,1-Methyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID1047948,1-Hexyl-3-methylimidazolium chloride,duplicate_canonical_structure,DTXSID5047871
DTXSID6047949,1-Hexyl-3-methylimidazolium hexafluorophosphate,duplicate_canonical_structure,DTXSID5047871
DTXSID5047950,Trihexyltetradecylphosphonium hexafluorophosphate,duplicate_canonical_structure,DTXSID1047944
DTXSID0047951,1-Hexyl-3-methylimidazolium iodide,duplicate_canonical_structure,DTXSID5047871
DTXSID5047952,1-Methyl-3-octylimidazolium hexafluorophosphate,duplicate_canonical_structure,DTXSID5047873
DTXSID0047953,Trihexyltetradecylphosphonium bromide,duplicate_canonical_structure,DTXSID1047944
DTXSID5047954,Diethylmethylsulfonium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID0047955,1-Methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID9047964,"1H-​Imidazolium, 3-​ethyl-​1-​methyl-​, salt with N-​cyanocyanamide (1:1)",duplicate_canonical_structure,DTXSID1041180
DTXSID4047965,1-Ethyl-3-methylimidazolium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID1041180
DTXSID9047966,"1,2-Benzenedicarboxylic acid, dinonyl ester",duplicate_canonical_structure,DTXSID4025082
DTXSID4047967,1-Ethyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID9047968,1-Butyl-1-methylpyrrolidinium bis(trifluoromethanesulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID4047969,Trolamine salicylate,duplicate_canonical_structure,DTXSID5021708
DTXSID8047971,1-Butyl-3-methylimidazolium hydrogensulfate,duplicate_canonical_structure,DTXSID6031461
DTXSID2048169,Fabesetron,duplicate_canonical_structure,DTXSID7048168
DTXSID0048185,Apomorphine hydrochloride,duplicate_canonical_structure,DTXSID8022614
DTXSID1048259,Desmopressin,duplicate_canonical_structure,DTXSID4046864
DTXSID7048291,Iodophthalein,duplicate_canonical_structure,DTXSID1046768
DTXSID6048333,Mivacurium,duplicate_canonical_structure,DTXSID5046649
DTXSID0048349,Vasopressin tannate,duplicate_canonical_structure,DTXSID2046597
DTXSID3048449,Naphazoline,duplicate_canonical_structure,DTXSID7045788
DTXSID8048494,Sarafloxacin,duplicate_canonical_structure,DTXSID8045939
DTXSID3048522,HMR1171 trifluoroacetate (1:1),duplicate_canonical_structure,DTXSID6047367
DTXSID2048589,Butenafine hydrochloride,duplicate_canonical_structure,DTXSID7040657
DTXSID8048602,Fursultiamine hydrochloride,duplicate_canonical_structure,DTXSID0023084
DTXSID6048624,Zinc salicylate,duplicate_canonical_structure,DTXSID5021708
DTXSID1048625,Zofenopril calcium,duplicate_canonical_structure,DTXSID0046640
DTXSID4048646,Sulfadiazine silver,duplicate_canonical_structure,DTXSID7044130
DTXSID1048675,D-Glutamic acid,duplicate_canonical_structure,DTXSID5020659
DTXSID4048698,Benzyldodecyldimethylammonium bromide,duplicate_canonical_structure,DTXSID6028492
DTXSID6048703,"(7S)-7-(Hexadecanoyloxy)-4-hydroxy-N,N,N-trimethyl-10-oxo-3,5,9-trioxa-4-phosphapentacosan-1-aminium 4-oxide",duplicate_canonical_structure,DTXSID5046720
DTXSID1048704,L-(-)-Sorbose,duplicate_canonical_structure,DTXSID5023081
DTXSID6048709,Potassium pentanoate,duplicate_canonical_structure,DTXSID7021655
DTXSID0048711,N-Acetylgalactosamine,duplicate_canonical_structure,DTXSID3045855
DTXSID9048724,Dexibuprofen,duplicate_canonical_structure,DTXSID5020732
DTXSID9048726,Metoprolol succinate,duplicate_canonical_structure,DTXSID2023309
DTXSID4048729,DL-Glucose,duplicate_canonical_structure,DTXSID7022910
DTXSID8048731,Dithiazanine chloride,duplicate_canonical_structure,DTXSID8022955
DTXSID8048739,Bekanamycin sulfate,duplicate_canonical_structure,DTXSID8023185
DTXSID2048747,(+)-Ketamine,duplicate_canonical_structure,DTXSID8023187
DTXSID5048766,Sodium decanehydroxamate,duplicate_canonical_structure,DTXSID7046883
DTXSID0048767,Phentoloxamine PAS,duplicate_canonical_structure,DTXSID5047790
DTXSID0048769,Phenacaine hydrochloride,duplicate_canonical_structure,DTXSID0046062
DTXSID4048771,Levomequitazine,duplicate_canonical_structure,DTXSID8023262
DTXSID3048786,"N-[(3R)-1-(2-Fluorophenyl)-4-oxo-3,4,6,7-tetrahydro[1,4]diazepino[6,7,1-hi]indol-3-yl]-1H-indole-2-carboxamide",duplicate_canonical_structure,DTXSID8048785
DTXSID9048857,Ondansetron hydrochloride dihydrate,duplicate_canonical_structure,DTXSID8023393
DTXSID3048865,dl-Methamphetamine hydrochloride,duplicate_canonical_structure,DTXSID8048864
DTXSID3048867,(R)-(+)-Cathinone hydrochloride,duplicate_canonical_structure,DTXSID8048866
DTXSID7048871,Dexfenfluramine hydrochloride,duplicate_canonical_structure,DTXSID4023044
DTXSID2048872,(-)-Fenfluramine hydrochloride,duplicate_canonical_structure,DTXSID4023044
DTXSID2048874,R-(+)-Secobarbital,duplicate_canonical_structure,DTXSID7048873
DTXSID2048876,Etryptamine acetate,duplicate_canonical_structure,DTXSID1046764
DTXSID6048882,"R-(-)-2,5-Dimethoxy-4-bromoamphetamine hydrochloride",duplicate_canonical_structure,DTXSID1048881
DTXSID1048883,"4-Bromo-2,5-dimethoxyamphetamine hydrochloride",duplicate_canonical_structure,DTXSID1048881
DTXSID1048885,"(S)-(+)-2,5-Dimethoxy-4-methylamphetamine hydrochloride",duplicate_canonical_structure,DTXSID6048884
DTXSID1048887,"(2S)-1-(2,5-Dimethoxyphenyl)propan-2-amine hydrogen chloride (1:1)",duplicate_canonical_structure,DTXSID6048886
DTXSID1048889,"(-)-2,5-Dimethoxy-4-ethylamphetamine hydrochloride",duplicate_canonical_structure,DTXSID6048888
DTXSID2048903,(-)-Cocaine hydrochloride,duplicate_canonical_structure,DTXSID5046063
DTXSID7048904,Codeine hydrochloride,duplicate_canonical_structure,DTXSID2020341
DTXSID7048906,N-Norcodeine hydrochloride,duplicate_canonical_structure,DTXSID8046327
DTXSID2048909,(-)-Heroin hydrochloride,duplicate_canonical_structure,DTXSID6046761
DTXSID6048911,(-)-Metazocine fumarate (1:1),duplicate_canonical_structure,DTXSID1048910
DTXSID6048913,Propoxyphene hydrochloride,duplicate_canonical_structure,DTXSID8045563
DTXSID6048917,(+)-alpha-Methadol hydrochloride,duplicate_canonical_structure,DTXSID1048916
DTXSID5048924,(-)-Pentazocine succinate,duplicate_canonical_structure,DTXSID0048923
DTXSID5048926,(-)-Phenazocine hydrobromide,duplicate_canonical_structure,DTXSID0048925
DTXSID2048953,Estramustine phosphate sodium,duplicate_canonical_structure,DTXSID7048667
DTXSID1048960,Diatrizoic acid dihydrate,duplicate_canonical_structure,DTXSID7022912
DTXSID0048979,Quinine hemisulfate salt monohydrate,duplicate_canonical_structure,DTXSID4023549
DTXSID3048990,Cholin acetate,duplicate_canonical_structure,DTXSID4020325
DTXSID8048995,Cefoxitin sodium salt,duplicate_canonical_structure,DTXSID1022764
DTXSID7049001,Brolamfetamine hydrobromide,duplicate_canonical_structure,DTXSID1048881
DTXSID6049012,Choline bromide,duplicate_canonical_structure,DTXSID4020325
DTXSID1049019,Normorphine,duplicate_canonical_structure,DTXSID6048915
DTXSID5049025,"Glycyrrhizic acid, monosodium salt",duplicate_canonical_structure,DTXSID8047006
DTXSID4049030,Hydroxymethanesulfinic acid monosodium salt dihydrate,duplicate_canonical_structure,DTXSID7027120
DTXSID4049036,Dexchlorpheniramine hydrochloride,duplicate_canonical_structure,DTXSID4020321
DTXSID9049037,Zamifenacin fumarate,duplicate_canonical_structure,DTXSID9047257
DTXSID1049063,Moxifloxacin hydrochloride monohydrate,duplicate_canonical_structure,DTXSID4045921
DTXSID0049072,Varenicline tartrate,duplicate_canonical_structure,DTXSID8048941
DTXSID5049073,Vatalanib dihydrochloride,duplicate_canonical_structure,DTXSID2046919
DTXSID9049083,Anilinium nitrate,duplicate_canonical_structure,DTXSID8020090
DTXSID2049135,Atipamezole,duplicate_canonical_structure,DTXSID2048583
DTXSID8049206,1-Ethyl-1-methylpyrrolidinium tetrafluoroborate,duplicate_canonical_structure,DTXSID5047877
DTXSID2049214,1-Butyl-2-methylpyridinium iodide,duplicate_canonical_structure,DTXSID8049204
DTXSID7049217,1-Ethyl-3-methylimidazolium nitrate,duplicate_canonical_structure,DTXSID1041180
DTXSID2049218,1-Ethyl-3-methylimidazolium tetrafluoroborate,duplicate_canonical_structure,DTXSID1041180
DTXSID7049219,1-Ethyl-3-methylimidazolium methanesulfonate,duplicate_canonical_structure,DTXSID1041180
DTXSID1049227,"1,2-Dimethyl-3-propylimidazolium bis(trifluoromethylsulfonyl)imide",duplicate_canonical_structure,DTXSID4047888
DTXSID6049228,1-Decyl-3-methylimidazolium chloride,duplicate_canonical_structure,DTXSID4047913
DTXSID5049231,1-Butyl-3-methylimidazolium tetrafluoroborate,duplicate_canonical_structure,DTXSID6031461
DTXSID0049232,1-Butyl-3-methylimidazolium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID6031461
DTXSID0049234,1-Butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID5049235,"1-Ethyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)imide",duplicate_canonical_structure,DTXSID4047888
DTXSID5049237,1-Decyl-3-methylimidazolium bromide,duplicate_canonical_structure,DTXSID4047913
DTXSID0049238,1-Ethylpyridinium bromide,duplicate_canonical_structure,DTXSID5047875
DTXSID5049239,DL-Glutamic acid monohydrate,duplicate_canonical_structure,DTXSID5020659
DTXSID9049241,1-Butylpyridinium tetrafluoroborate,duplicate_canonical_structure,DTXSID1031462
DTXSID4049246,1-Methyl-3-propylimidazolium hexafluorophosphate,duplicate_canonical_structure,DTXSID3049207
DTXSID4049248,1-Methyl-3-tetradecylimidazolium hexafluorophosphate,duplicate_canonical_structure,DTXSID1049229
DTXSID9049249,1-Hexadecyl-3-methylimidazolium hexafluorophosphate,duplicate_canonical_structure,DTXSID8047923
DTXSID3049251,1-Methyl-3-propylimidazolium tetrafluoroborate,duplicate_canonical_structure,DTXSID3049207
DTXSID8049252,1-Hexyl-3-methylimidazolium tetrafluoroborate,duplicate_canonical_structure,DTXSID5047871
DTXSID3049253,1-Dodecyl-3-methylimidazolium tetrafluoroborate,duplicate_canonical_structure,DTXSID4047917
DTXSID8049254,1-Hexadecyl-3-methylimidazolium tetrafluoroborate,duplicate_canonical_structure,DTXSID8047923
DTXSID3049257,1-Butyl-3-methylpyridinium iodide,duplicate_canonical_structure,DTXSID2049212
DTXSID8049258,1-Butyl-2-methylpyridinium bromide,duplicate_canonical_structure,DTXSID8049204
DTXSID3049259,1-Butyl-3-methylpyridinium bromide,duplicate_canonical_structure,DTXSID2049212
DTXSID7049263,1-Butyl-2-methylpyridinium tetrafluoroborate,duplicate_canonical_structure,DTXSID8049204
DTXSID2049264,"1-Ethyl-2,3-dimethylimidazolium hexafluorophosphate",duplicate_canonical_structure,DTXSID5049233
DTXSID2049266,"1-Ethyl-2,3-dimethylimidazolium tetrafluoroborate",duplicate_canonical_structure,DTXSID5049233
DTXSID7049267,1-Butyl-4-methylpyridinium iodide,duplicate_canonical_structure,DTXSID3049205
DTXSID6049274,1-Ethyl-3-methylimidazolium ethyl sulfate,duplicate_canonical_structure,DTXSID1041180
DTXSID1049275,1-Butyl-4-methylpyridinium tetrafluoroborate,duplicate_canonical_structure,DTXSID3049205
DTXSID6049276,1-Butyl-1-methylpyrrolidinium tetrafluoroborate,duplicate_canonical_structure,DTXSID1031460
DTXSID1049279,1-Ethylpyridinium tetrafluoroborate,duplicate_canonical_structure,DTXSID5047875
DTXSID5049281,1-Ethyl-3-methylimidazolium iodide,duplicate_canonical_structure,DTXSID1041180
DTXSID0049282,1-Butyl-3-methylimidazolium tetrachloroferrate (III),duplicate_canonical_structure,DTXSID6031461
DTXSID5049283,1-Decyl-3-methylimidazolium hexafluorophosphate,duplicate_canonical_structure,DTXSID4047913
DTXSID5049285,1-Butyl-1-methylpyrrolidinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID1031460
DTXSID0049286,1-(2-Hydroxyethyl)-3-methylimidazolium tetrafluoroborate,duplicate_canonical_structure,DTXSID0047872
DTXSID4049290,1-Hexyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID9049291,1-Ethylpyridinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID5047875
DTXSID4049292,1-Butylpyridinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID1031462
DTXSID4049296,1-Butyl-4-methylpyridinium hexafluorophosphate,duplicate_canonical_structure,DTXSID3049205
DTXSID9049297,1-Methyl-3-tetradecylimidazolium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID1049229
DTXSID4049298,1-Hexadecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID8047923
DTXSID9049299,1-Dodecyl-3-methylimidazolium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID4047917
DTXSID1049300,1-Ethyl-3-methylimidazolium hydrogen sulfate,duplicate_canonical_structure,DTXSID1041180
DTXSID6049305,1-Hexylpyridinium tetrafluoroborate,duplicate_canonical_structure,DTXSID7047934
DTXSID5049310,1-Ethyl-3-methylimidazolium methyl sulfate,duplicate_canonical_structure,DTXSID1041180
DTXSID5049314,1-Methyl-1-propylpyrrolidinium chloride,duplicate_canonical_structure,DTXSID7049269
DTXSID9049320,1-Methyl-1-propylpyrrolidinium iodide,duplicate_canonical_structure,DTXSID7049269
DTXSID4049325,1-Butyl-3-methylpyridinium tetrafluoroborate,duplicate_canonical_structure,DTXSID2049212
DTXSID9049328,1-Methyl-1-propylpyrrolidinium bromide,duplicate_canonical_structure,DTXSID7049269
DTXSID4049329,1-Methyl-1-propylpiperidinium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID8049333,1-Dodecyl-3-methylimidazolium bromide,duplicate_canonical_structure,DTXSID4047917
DTXSID8049335,1-Hexylpyridinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID7047934
DTXSID3049338,1-Butyl-1-methylpiperidinium bis(trifluoromethylsulfonyl)imide,duplicate_canonical_structure,DTXSID4047888
DTXSID7049342,1-Butyl-3-methylimidazolium iodide,duplicate_canonical_structure,DTXSID6031461
DTXSID2049343,1-Ethyl-3-methylmidazolium bromide,duplicate_canonical_structure,DTXSID1041180
DTXSID2049345,1-Butyl-4-methylpyridinium bromide,duplicate_canonical_structure,DTXSID3049205
DTXSID2049347,1-Ethyl-1-methylpyrrolidinium bromide,duplicate_canonical_structure,DTXSID5047877
DTXSID6049351,Trihexyltetradecylphosphonium dicyanamide,duplicate_canonical_structure,DTXSID1049304
DTXSID6049353,1-Hexylpyridinium iodide,duplicate_canonical_structure,DTXSID7047934
DTXSID1049356,"1-Butyl-2,3-dimethylimidazolium trifluoromethanesulfonate",duplicate_canonical_structure,DTXSID5047906
DTXSID6049359,1-Dodecyl-3-methylimidazolium iodide,duplicate_canonical_structure,DTXSID4047917
DTXSID5049360,1-Butyl-3-methylpyridinium hexafluorophosphate,duplicate_canonical_structure,DTXSID2049212
DTXSID0049361,1-Methyl-3-propylimidazolium bromide,duplicate_canonical_structure,DTXSID1049358
DTXSID0049363,1-Butyl-3-methylpyridinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID2049212
DTXSID5049364,1-Ethylpyridinium iodide,duplicate_canonical_structure,DTXSID5047875
DTXSID5049366,1-Butylpyridinium iodide,duplicate_canonical_structure,DTXSID1031462
DTXSID0049367,1-Methyl-1-propylpiperidinium tetrafluoroborate,duplicate_canonical_structure,DTXSID0049236
DTXSID5049368,1-Butyl-4-methylpyridinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID3049205
DTXSID0049369,1-Butyl-1-methylpiperidinium tetrafluoroborate,duplicate_canonical_structure,DTXSID5049289
DTXSID9049370,1-Methyl-1-propylpiperidinium bromide,duplicate_canonical_structure,DTXSID0049236
DTXSID9049372,1-Ethyl-1-methylpyrrolidinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID5047877
DTXSID4049375,1-Butyl-1-methylpyrrolidinium bromide,duplicate_canonical_structure,DTXSID1031460
DTXSID9049378,1-Butyl-1-methylpiperidinium bromide,duplicate_canonical_structure,DTXSID5049289
DTXSID3049384,1-Butyl-1-methylpiperidinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID5049289
DTXSID8049385,1-Butyl-1-methylpiperidinium hexafluorophosphate,duplicate_canonical_structure,DTXSID5049289
DTXSID3049386,1-Methyl-1-propylpiperidinium hexafluorophosphate,duplicate_canonical_structure,DTXSID0049236
DTXSID8049387,1-Methyl-1-propylpiperidinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID0049236
DTXSID3049388,1-Butyl-2-methylpyridinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID8049204
DTXSID8049389,1-Butyl-2-methylpyridinium hexafluorophosphate,duplicate_canonical_structure,DTXSID8049204
DTXSID7049390,1-Methyl-1-propylpyrrolidinium trifluoromethanesulfonate,duplicate_canonical_structure,DTXSID7049269
DTXSID9049401,Thioridazine hydrochloride,duplicate_canonical_structure,DTXSID6023656
DTXSID4049408,Fluorescein 5(6)-isothiocyanate,duplicate_canonical_structure,DTXSID9025328
DTXSID3049415,Epinephrine bitartrate,duplicate_canonical_structure,DTXSID5022986
DTXSID3049419,Atropine sulfate anhydrous (2:1) salt,duplicate_canonical_structure,DTXSID3040724
DTXSID7049421,Betaine monohydrate,duplicate_canonical_structure,DTXSID8022666
DTXSID2049422,Procainamide hydrochloride,duplicate_canonical_structure,DTXSID7023512
DTXSID3051707,Iron(III) acetylacetonate,duplicate_canonical_structure,DTXSID8051704
DTXSID6051724,Sulfathiazole sodium,duplicate_canonical_structure,DTXSID8026068
DTXSID0051863,Chromic acetylacetonate,duplicate_canonical_structure,DTXSID4021979
DTXSID0052124,(T-4)-Trihydro(morpholine-κN4)boron,duplicate_canonical_structure,DTXSID2025688
DTXSID3052228,(-)Bornyl acetate,duplicate_canonical_structure,DTXSID7042061
DTXSID5052672,(L)-alpha-Terpineol,duplicate_canonical_structure,DTXSID5026625
DTXSID2057603,R-Lotrafiban,duplicate_canonical_structure,DTXSID7057602
DTXSID9057717,"(R,S)-Epinephrine hydrochloride",duplicate_canonical_structure,DTXSID5022986
DTXSID4057847,Ecabet sodium,duplicate_canonical_structure,DTXSID7046881
DTXSID70880215,Perfluoro-2-methyl-3-oxahexanoic acid,duplicate_canonical_structure,DTXSID40108559
